s.no,student_name,class,session_year,parent_name,parent_email,parent_country_code,parent_phone,country,state,city,pincode,loginId,password
26,"Dummy Student 26",6,2024-2025,"Dummy Parent 26",CB4+026@ibees.com,91,,India,UP,Delhi,110026,CB4_26,CB4_26
27,"Dummy Student 27",6,2024-2025,"Dummy Parent 27",CB4+027@ibees.com,91,,India,UP,Delhi,110027,CB4_27,CB4_27
28,"Dummy Student 28",6,2024-2025,"Dummy Parent 28",CB4+028@ibees.com,91,,India,UP,Delhi,110028,CB4_28,CB4_28
29,"Dummy Student 29",6,2024-2025,"Dummy Parent 29",CB4+029@ibees.com,91,,India,UP,Delhi,110029,CB4_29,CB4_29
30,"Dummy Student 30",6,2024-2025,"Dummy Parent 30",CB4+030@ibees.com,91,,India,UP,Delhi,110030,CB4_30,CB4_30
31,"Dummy Student 31",6,2024-2025,"Dummy Parent 31",CB4+031@ibees.com,91,,India,UP,Delhi,110031,CB4_31,CB4_31
32,"Dummy Student 32",6,2024-2025,"Dummy Parent 32",CB4+032@ibees.com,91,,India,UP,Delhi,110032,CB4_32,CB4_32
33,"Dummy Student 33",6,2024-2025,"Dummy Parent 33",CB4+033@ibees.com,91,,India,UP,Delhi,110033,CB4_33,CB4_33
34,"Dummy Student 34",6,2024-2025,"Dummy Parent 34",CB4+034@ibees.com,91,,India,UP,Delhi,110034,CB4_34,CB4_34
35,"Dummy Student 35",6,2024-2025,"Dummy Parent 35",CB4+035@ibees.com,91,,India,UP,Delhi,110035,CB4_35,CB4_35
36,"Dummy Student 36",6,2024-2025,"Dummy Parent 36",CB4+036@ibees.com,91,,India,UP,Delhi,110036,CB4_36,CB4_36
37,"Dummy Student 37",6,2024-2025,"Dummy Parent 37",CB4+037@ibees.com,91,,India,UP,Delhi,110037,CB4_37,CB4_37
38,"Dummy Student 38",6,2024-2025,"Dummy Parent 38",CB4+038@ibees.com,91,,India,UP,Delhi,110038,CB4_38,CB4_38
39,"Dummy Student 39",6,2024-2025,"Dummy Parent 39",CB4+039@ibees.com,91,,India,UP,Delhi,110039,CB4_39,CB4_39
40,"Dummy Student 40",6,2024-2025,"Dummy Parent 40",CB4+040@ibees.com,91,,India,UP,Delhi,110040,CB4_40,CB4_40
41,"Dummy Student 41",6,2024-2025,"Dummy Parent 41",CB4+041@ibees.com,91,,India,UP,Delhi,110041,CB4_41,CB4_41
42,"Dummy Student 42",6,2024-2025,"Dummy Parent 42",CB4+042@ibees.com,91,,India,UP,Delhi,110042,CB4_42,CB4_42
43,"Dummy Student 43",6,2024-2025,"Dummy Parent 43",CB4+043@ibees.com,91,,India,UP,Delhi,110043,CB4_43,CB4_43
44,"Dummy Student 44",6,2024-2025,"Dummy Parent 44",CB4+044@ibees.com,91,,India,UP,Delhi,110044,CB4_44,CB4_44
45,"Dummy Student 45",6,2024-2025,"Dummy Parent 45",CB4+045@ibees.com,91,,India,UP,Delhi,110045,CB4_45,CB4_45
46,"Dummy Student 46",6,2024-2025,"Dummy Parent 46",CB4+046@ibees.com,91,,India,UP,Delhi,110046,CB4_46,CB4_46
47,"Dummy Student 47",6,2024-2025,"Dummy Parent 47",CB4+047@ibees.com,91,,India,UP,Delhi,110047,CB4_47,CB4_47
48,"Dummy Student 48",6,2024-2025,"Dummy Parent 48",CB4+048@ibees.com,91,,India,UP,Delhi,110048,CB4_48,CB4_48
49,"Dummy Student 49",6,2024-2025,"Dummy Parent 49",CB4+049@ibees.com,91,,India,UP,Delhi,110049,CB4_49,CB4_49
50,"Dummy Student 50",6,2024-2025,"Dummy Parent 50",CB4+050@ibees.com,91,,India,UP,Delhi,110050,CB4_50,CB4_50
51,"Dummy Student 51",6,2024-2025,"Dummy Parent 51",CB4+051@ibees.com,91,,India,UP,Delhi,110051,CB4_51,CB4_51
52,"Dummy Student 52",6,2024-2025,"Dummy Parent 52",CB4+052@ibees.com,91,,India,UP,Delhi,110052,CB4_52,CB4_52
53,"Dummy Student 53",6,2024-2025,"Dummy Parent 53",CB4+053@ibees.com,91,,India,UP,Delhi,110053,CB4_53,CB4_53
54,"Dummy Student 54",6,2024-2025,"Dummy Parent 54",CB4+054@ibees.com,91,,India,UP,Delhi,110054,CB4_54,CB4_54
55,"Dummy Student 55",6,2024-2025,"Dummy Parent 55",CB4+055@ibees.com,91,,India,UP,Delhi,110055,CB4_55,CB4_55
56,"Dummy Student 56",6,2024-2025,"Dummy Parent 56",CB4+056@ibees.com,91,,India,UP,Delhi,110056,CB4_56,CB4_56
57,"Dummy Student 57",6,2024-2025,"Dummy Parent 57",CB4+057@ibees.com,91,,India,UP,Delhi,110057,CB4_57,CB4_57
58,"Dummy Student 58",6,2024-2025,"Dummy Parent 58",CB4+058@ibees.com,91,,India,UP,Delhi,110058,CB4_58,CB4_58
59,"Dummy Student 59",6,2024-2025,"Dummy Parent 59",CB4+059@ibees.com,91,,India,UP,Delhi,110059,CB4_59,CB4_59
60,"Dummy Student 60",6,2024-2025,"Dummy Parent 60",CB4+060@ibees.com,91,,India,UP,Delhi,110060,CB4_60,CB4_60
61,"Dummy Student 61",6,2024-2025,"Dummy Parent 61",CB4+061@ibees.com,91,,India,UP,Delhi,110061,CB4_61,CB4_61
62,"Dummy Student 62",6,2024-2025,"Dummy Parent 62",CB4+062@ibees.com,91,,India,UP,Delhi,110062,CB4_62,CB4_62
63,"Dummy Student 63",6,2024-2025,"Dummy Parent 63",CB4+063@ibees.com,91,,India,UP,Delhi,110063,CB4_63,CB4_63
64,"Dummy Student 64",6,2024-2025,"Dummy Parent 64",CB4+064@ibees.com,91,,India,UP,Delhi,110064,CB4_64,CB4_64
65,"Dummy Student 65",6,2024-2025,"Dummy Parent 65",CB4+065@ibees.com,91,,India,UP,Delhi,110065,CB4_65,CB4_65
66,"Dummy Student 66",6,2024-2025,"Dummy Parent 66",CB4+066@ibees.com,91,,India,UP,Delhi,110066,CB4_66,CB4_66
67,"Dummy Student 67",6,2024-2025,"Dummy Parent 67",CB4+067@ibees.com,91,,India,UP,Delhi,110067,CB4_67,CB4_67
68,"Dummy Student 68",6,2024-2025,"Dummy Parent 68",CB4+068@ibees.com,91,,India,UP,Delhi,110068,CB4_68,CB4_68
69,"Dummy Student 69",6,2024-2025,"Dummy Parent 69",CB4+069@ibees.com,91,,India,UP,Delhi,110069,CB4_69,CB4_69
70,"Dummy Student 70",6,2024-2025,"Dummy Parent 70",CB4+070@ibees.com,91,,India,UP,Delhi,110070,CB4_70,CB4_70
71,"Dummy Student 71",6,2024-2025,"Dummy Parent 71",CB4+071@ibees.com,91,,India,UP,Delhi,110071,CB4_71,CB4_71
72,"Dummy Student 72",6,2024-2025,"Dummy Parent 72",CB4+072@ibees.com,91,,India,UP,Delhi,110072,CB4_72,CB4_72
73,"Dummy Student 73",6,2024-2025,"Dummy Parent 73",CB4+073@ibees.com,91,,India,UP,Delhi,110073,CB4_73,CB4_73
74,"Dummy Student 74",6,2024-2025,"Dummy Parent 74",CB4+074@ibees.com,91,,India,UP,Delhi,110074,CB4_74,CB4_74
75,"Dummy Student 75",6,2024-2025,"Dummy Parent 75",CB4+075@ibees.com,91,,India,UP,Delhi,110075,CB4_75,CB4_75
76,"Dummy Student 76",6,2024-2025,"Dummy Parent 76",CB4+076@ibees.com,91,,India,UP,Delhi,110076,CB4_76,CB4_76
77,"Dummy Student 77",6,2024-2025,"Dummy Parent 77",CB4+077@ibees.com,91,,India,UP,Delhi,110077,CB4_77,CB4_77
78,"Dummy Student 78",6,2024-2025,"Dummy Parent 78",CB4+078@ibees.com,91,,India,UP,Delhi,110078,CB4_78,CB4_78
79,"Dummy Student 79",6,2024-2025,"Dummy Parent 79",CB4+079@ibees.com,91,,India,UP,Delhi,110079,CB4_79,CB4_79
80,"Dummy Student 80",6,2024-2025,"Dummy Parent 80",CB4+080@ibees.com,91,,India,UP,Delhi,110080,CB4_80,CB4_80
81,"Dummy Student 81",6,2024-2025,"Dummy Parent 81",CB4+081@ibees.com,91,,India,UP,Delhi,110081,CB4_81,CB4_81
82,"Dummy Student 82",6,2024-2025,"Dummy Parent 82",CB4+082@ibees.com,91,,India,UP,Delhi,110082,CB4_82,CB4_82
83,"Dummy Student 83",6,2024-2025,"Dummy Parent 83",CB4+083@ibees.com,91,,India,UP,Delhi,110083,CB4_83,CB4_83
84,"Dummy Student 84",6,2024-2025,"Dummy Parent 84",CB4+084@ibees.com,91,,India,UP,Delhi,110084,CB4_84,CB4_84
85,"Dummy Student 85",6,2024-2025,"Dummy Parent 85",CB4+085@ibees.com,91,,India,UP,Delhi,110085,CB4_85,CB4_85
86,"Dummy Student 86",6,2024-2025,"Dummy Parent 86",CB4+086@ibees.com,91,,India,UP,Delhi,110086,CB4_86,CB4_86
87,"Dummy Student 87",6,2024-2025,"Dummy Parent 87",CB4+087@ibees.com,91,,India,UP,Delhi,110087,CB4_87,CB4_87
88,"Dummy Student 88",6,2024-2025,"Dummy Parent 88",CB4+088@ibees.com,91,,India,UP,Delhi,110088,CB4_88,CB4_88
89,"Dummy Student 89",6,2024-2025,"Dummy Parent 89",CB4+089@ibees.com,91,,India,UP,Delhi,110089,CB4_89,CB4_89
90,"Dummy Student 90",6,2024-2025,"Dummy Parent 90",CB4+090@ibees.com,91,,India,UP,Delhi,110090,CB4_90,CB4_90
91,"Dummy Student 91",6,2024-2025,"Dummy Parent 91",CB4+091@ibees.com,91,,India,UP,Delhi,110091,CB4_91,CB4_91
92,"Dummy Student 92",6,2024-2025,"Dummy Parent 92",CB4+092@ibees.com,91,,India,UP,Delhi,110092,CB4_92,CB4_92
93,"Dummy Student 93",6,2024-2025,"Dummy Parent 93",CB4+093@ibees.com,91,,India,UP,Delhi,110093,CB4_93,CB4_93
94,"Dummy Student 94",6,2024-2025,"Dummy Parent 94",CB4+094@ibees.com,91,,India,UP,Delhi,110094,CB4_94,CB4_94
95,"Dummy Student 95",6,2024-2025,"Dummy Parent 95",CB4+095@ibees.com,91,,India,UP,Delhi,110095,CB4_95,CB4_95
96,"Dummy Student 96",6,2024-2025,"Dummy Parent 96",CB4+096@ibees.com,91,,India,UP,Delhi,110096,CB4_96,CB4_96
97,"Dummy Student 97",6,2024-2025,"Dummy Parent 97",CB4+097@ibees.com,91,,India,UP,Delhi,110097,CB4_97,CB4_97
98,"Dummy Student 98",6,2024-2025,"Dummy Parent 98",CB4+098@ibees.com,91,,India,UP,Delhi,110098,CB4_98,CB4_98
99,"Dummy Student 99",6,2024-2025,"Dummy Parent 99",CB4+099@ibees.com,91,,India,UP,Delhi,110099,CB4_99,CB4_99
100,"Dummy Student 100",6,2024-2025,"Dummy Parent 100",CB4+100@ibees.com,91,,India,UP,Delhi,110100,CB4_100,CB4_100
101,"Dummy Student 101",6,2024-2025,"Dummy Parent 101",CB4+101@ibees.com,91,,India,UP,Delhi,110101,CB4_101,CB4_101
102,"Dummy Student 102",6,2024-2025,"Dummy Parent 102",CB4+102@ibees.com,91,,India,UP,Delhi,110102,CB4_102,CB4_102
103,"Dummy Student 103",6,2024-2025,"Dummy Parent 103",CB4+103@ibees.com,91,,India,UP,Delhi,110103,CB4_103,CB4_103
104,"Dummy Student 104",6,2024-2025,"Dummy Parent 104",CB4+104@ibees.com,91,,India,UP,Delhi,110104,CB4_104,CB4_104
105,"Dummy Student 105",6,2024-2025,"Dummy Parent 105",CB4+105@ibees.com,91,,India,UP,Delhi,110105,CB4_105,CB4_105
106,"Dummy Student 106",6,2024-2025,"Dummy Parent 106",CB4+106@ibees.com,91,,India,UP,Delhi,110106,CB4_106,CB4_106
107,"Dummy Student 107",6,2024-2025,"Dummy Parent 107",CB4+107@ibees.com,91,,India,UP,Delhi,110107,CB4_107,CB4_107
108,"Dummy Student 108",6,2024-2025,"Dummy Parent 108",CB4+108@ibees.com,91,,India,UP,Delhi,110108,CB4_108,CB4_108
109,"Dummy Student 109",6,2024-2025,"Dummy Parent 109",CB4+109@ibees.com,91,,India,UP,Delhi,110109,CB4_109,CB4_109
110,"Dummy Student 110",6,2024-2025,"Dummy Parent 110",CB4+110@ibees.com,91,,India,UP,Delhi,110110,CB4_110,CB4_110
111,"Dummy Student 111",6,2024-2025,"Dummy Parent 111",CB4+111@ibees.com,91,,India,UP,Delhi,110111,CB4_111,CB4_111
112,"Dummy Student 112",6,2024-2025,"Dummy Parent 112",CB4+112@ibees.com,91,,India,UP,Delhi,110112,CB4_112,CB4_112
113,"Dummy Student 113",6,2024-2025,"Dummy Parent 113",CB4+113@ibees.com,91,,India,UP,Delhi,110113,CB4_113,CB4_113
114,"Dummy Student 114",6,2024-2025,"Dummy Parent 114",CB4+114@ibees.com,91,,India,UP,Delhi,110114,CB4_114,CB4_114
115,"Dummy Student 115",6,2024-2025,"Dummy Parent 115",CB4+115@ibees.com,91,,India,UP,Delhi,110115,CB4_115,CB4_115
116,"Dummy Student 116",6,2024-2025,"Dummy Parent 116",CB4+116@ibees.com,91,,India,UP,Delhi,110116,CB4_116,CB4_116
117,"Dummy Student 117",6,2024-2025,"Dummy Parent 117",CB4+117@ibees.com,91,,India,UP,Delhi,110117,CB4_117,CB4_117
118,"Dummy Student 118",6,2024-2025,"Dummy Parent 118",CB4+118@ibees.com,91,,India,UP,Delhi,110118,CB4_118,CB4_118
119,"Dummy Student 119",6,2024-2025,"Dummy Parent 119",CB4+119@ibees.com,91,,India,UP,Delhi,110119,CB4_119,CB4_119
120,"Dummy Student 120",6,2024-2025,"Dummy Parent 120",CB4+120@ibees.com,91,,India,UP,Delhi,110120,CB4_120,CB4_120
121,"Dummy Student 121",6,2024-2025,"Dummy Parent 121",CB4+121@ibees.com,91,,India,UP,Delhi,110121,CB4_121,CB4_121
122,"Dummy Student 122",6,2024-2025,"Dummy Parent 122",CB4+122@ibees.com,91,,India,UP,Delhi,110122,CB4_122,CB4_122
123,"Dummy Student 123",6,2024-2025,"Dummy Parent 123",CB4+123@ibees.com,91,,India,UP,Delhi,110123,CB4_123,CB4_123
124,"Dummy Student 124",6,2024-2025,"Dummy Parent 124",CB4+124@ibees.com,91,,India,UP,Delhi,110124,CB4_124,CB4_124
125,"Dummy Student 125",6,2024-2025,"Dummy Parent 125",CB4+125@ibees.com,91,,India,UP,Delhi,110125,CB4_125,CB4_125
126,"Dummy Student 126",6,2024-2025,"Dummy Parent 126",CB4+126@ibees.com,91,,India,UP,Delhi,110126,CB4_126,CB4_126
127,"Dummy Student 127",6,2024-2025,"Dummy Parent 127",CB4+127@ibees.com,91,,India,UP,Delhi,110127,CB4_127,CB4_127
128,"Dummy Student 128",6,2024-2025,"Dummy Parent 128",CB4+128@ibees.com,91,,India,UP,Delhi,110128,CB4_128,CB4_128
129,"Dummy Student 129",6,2024-2025,"Dummy Parent 129",CB4+129@ibees.com,91,,India,UP,Delhi,110129,CB4_129,CB4_129
130,"Dummy Student 130",6,2024-2025,"Dummy Parent 130",CB4+130@ibees.com,91,,India,UP,Delhi,110130,CB4_130,CB4_130
131,"Dummy Student 131",6,2024-2025,"Dummy Parent 131",CB4+131@ibees.com,91,,India,UP,Delhi,110131,CB4_131,CB4_131
132,"Dummy Student 132",6,2024-2025,"Dummy Parent 132",CB4+132@ibees.com,91,,India,UP,Delhi,110132,CB4_132,CB4_132
133,"Dummy Student 133",6,2024-2025,"Dummy Parent 133",CB4+133@ibees.com,91,,India,UP,Delhi,110133,CB4_133,CB4_133
134,"Dummy Student 134",6,2024-2025,"Dummy Parent 134",CB4+134@ibees.com,91,,India,UP,Delhi,110134,CB4_134,CB4_134
135,"Dummy Student 135",6,2024-2025,"Dummy Parent 135",CB4+135@ibees.com,91,,India,UP,Delhi,110135,CB4_135,CB4_135
136,"Dummy Student 136",6,2024-2025,"Dummy Parent 136",CB4+136@ibees.com,91,,India,UP,Delhi,110136,CB4_136,CB4_136
137,"Dummy Student 137",6,2024-2025,"Dummy Parent 137",CB4+137@ibees.com,91,,India,UP,Delhi,110137,CB4_137,CB4_137
138,"Dummy Student 138",6,2024-2025,"Dummy Parent 138",CB4+138@ibees.com,91,,India,UP,Delhi,110138,CB4_138,CB4_138
139,"Dummy Student 139",6,2024-2025,"Dummy Parent 139",CB4+139@ibees.com,91,,India,UP,Delhi,110139,CB4_139,CB4_139
140,"Dummy Student 140",6,2024-2025,"Dummy Parent 140",CB4+140@ibees.com,91,,India,UP,Delhi,110140,CB4_140,CB4_140
141,"Dummy Student 141",6,2024-2025,"Dummy Parent 141",CB4+141@ibees.com,91,,India,UP,Delhi,110141,CB4_141,CB4_141
142,"Dummy Student 142",6,2024-2025,"Dummy Parent 142",CB4+142@ibees.com,91,,India,UP,Delhi,110142,CB4_142,CB4_142
143,"Dummy Student 143",6,2024-2025,"Dummy Parent 143",CB4+143@ibees.com,91,,India,UP,Delhi,110143,CB4_143,CB4_143
144,"Dummy Student 144",6,2024-2025,"Dummy Parent 144",CB4+144@ibees.com,91,,India,UP,Delhi,110144,CB4_144,CB4_144
145,"Dummy Student 145",6,2024-2025,"Dummy Parent 145",CB4+145@ibees.com,91,,India,UP,Delhi,110145,CB4_145,CB4_145
146,"Dummy Student 146",6,2024-2025,"Dummy Parent 146",CB4+146@ibees.com,91,,India,UP,Delhi,110146,CB4_146,CB4_146
147,"Dummy Student 147",6,2024-2025,"Dummy Parent 147",CB4+147@ibees.com,91,,India,UP,Delhi,110147,CB4_147,CB4_147
148,"Dummy Student 148",6,2024-2025,"Dummy Parent 148",CB4+148@ibees.com,91,,India,UP,Delhi,110148,CB4_148,CB4_148
149,"Dummy Student 149",6,2024-2025,"Dummy Parent 149",CB4+149@ibees.com,91,,India,UP,Delhi,110149,CB4_149,CB4_149
150,"Dummy Student 150",6,2024-2025,"Dummy Parent 150",CB4+150@ibees.com,91,,India,UP,Delhi,110150,CB4_150,CB4_150
151,"Dummy Student 151",6,2024-2025,"Dummy Parent 151",CB4+151@ibees.com,91,,India,UP,Delhi,110151,CB4_151,CB4_151
152,"Dummy Student 152",6,2024-2025,"Dummy Parent 152",CB4+152@ibees.com,91,,India,UP,Delhi,110152,CB4_152,CB4_152
153,"Dummy Student 153",6,2024-2025,"Dummy Parent 153",CB4+153@ibees.com,91,,India,UP,Delhi,110153,CB4_153,CB4_153
154,"Dummy Student 154",6,2024-2025,"Dummy Parent 154",CB4+154@ibees.com,91,,India,UP,Delhi,110154,CB4_154,CB4_154
155,"Dummy Student 155",6,2024-2025,"Dummy Parent 155",CB4+155@ibees.com,91,,India,UP,Delhi,110155,CB4_155,CB4_155
156,"Dummy Student 156",6,2024-2025,"Dummy Parent 156",CB4+156@ibees.com,91,,India,UP,Delhi,110156,CB4_156,CB4_156
157,"Dummy Student 157",6,2024-2025,"Dummy Parent 157",CB4+157@ibees.com,91,,India,UP,Delhi,110157,CB4_157,CB4_157
158,"Dummy Student 158",6,2024-2025,"Dummy Parent 158",CB4+158@ibees.com,91,,India,UP,Delhi,110158,CB4_158,CB4_158
159,"Dummy Student 159",6,2024-2025,"Dummy Parent 159",CB4+159@ibees.com,91,,India,UP,Delhi,110159,CB4_159,CB4_159
160,"Dummy Student 160",6,2024-2025,"Dummy Parent 160",CB4+160@ibees.com,91,,India,UP,Delhi,110160,CB4_160,CB4_160
161,"Dummy Student 161",6,2024-2025,"Dummy Parent 161",CB4+161@ibees.com,91,,India,UP,Delhi,110161,CB4_161,CB4_161
162,"Dummy Student 162",6,2024-2025,"Dummy Parent 162",CB4+162@ibees.com,91,,India,UP,Delhi,110162,CB4_162,CB4_162
163,"Dummy Student 163",6,2024-2025,"Dummy Parent 163",CB4+163@ibees.com,91,,India,UP,Delhi,110163,CB4_163,CB4_163
164,"Dummy Student 164",6,2024-2025,"Dummy Parent 164",CB4+164@ibees.com,91,,India,UP,Delhi,110164,CB4_164,CB4_164
165,"Dummy Student 165",6,2024-2025,"Dummy Parent 165",CB4+165@ibees.com,91,,India,UP,Delhi,110165,CB4_165,CB4_165
166,"Dummy Student 166",6,2024-2025,"Dummy Parent 166",CB4+166@ibees.com,91,,India,UP,Delhi,110166,CB4_166,CB4_166
167,"Dummy Student 167",6,2024-2025,"Dummy Parent 167",CB4+167@ibees.com,91,,India,UP,Delhi,110167,CB4_167,CB4_167
168,"Dummy Student 168",6,2024-2025,"Dummy Parent 168",CB4+168@ibees.com,91,,India,UP,Delhi,110168,CB4_168,CB4_168
169,"Dummy Student 169",6,2024-2025,"Dummy Parent 169",CB4+169@ibees.com,91,,India,UP,Delhi,110169,CB4_169,CB4_169
170,"Dummy Student 170",6,2024-2025,"Dummy Parent 170",CB4+170@ibees.com,91,,India,UP,Delhi,110170,CB4_170,CB4_170
171,"Dummy Student 171",6,2024-2025,"Dummy Parent 171",CB4+171@ibees.com,91,,India,UP,Delhi,110171,CB4_171,CB4_171
172,"Dummy Student 172",6,2024-2025,"Dummy Parent 172",CB4+172@ibees.com,91,,India,UP,Delhi,110172,CB4_172,CB4_172
173,"Dummy Student 173",6,2024-2025,"Dummy Parent 173",CB4+173@ibees.com,91,,India,UP,Delhi,110173,CB4_173,CB4_173
174,"Dummy Student 174",6,2024-2025,"Dummy Parent 174",CB4+174@ibees.com,91,,India,UP,Delhi,110174,CB4_174,CB4_174
175,"Dummy Student 175",6,2024-2025,"Dummy Parent 175",CB4+175@ibees.com,91,,India,UP,Delhi,110175,CB4_175,CB4_175
176,"Dummy Student 176",6,2024-2025,"Dummy Parent 176",CB4+176@ibees.com,91,,India,UP,Delhi,110176,CB4_176,CB4_176
177,"Dummy Student 177",6,2024-2025,"Dummy Parent 177",CB4+177@ibees.com,91,,India,UP,Delhi,110177,CB4_177,CB4_177
178,"Dummy Student 178",6,2024-2025,"Dummy Parent 178",CB4+178@ibees.com,91,,India,UP,Delhi,110178,CB4_178,CB4_178
179,"Dummy Student 179",6,2024-2025,"Dummy Parent 179",CB4+179@ibees.com,91,,India,UP,Delhi,110179,CB4_179,CB4_179
180,"Dummy Student 180",6,2024-2025,"Dummy Parent 180",CB4+180@ibees.com,91,,India,UP,Delhi,110180,CB4_180,CB4_180
181,"Dummy Student 181",6,2024-2025,"Dummy Parent 181",CB4+181@ibees.com,91,,India,UP,Delhi,110181,CB4_181,CB4_181
182,"Dummy Student 182",6,2024-2025,"Dummy Parent 182",CB4+182@ibees.com,91,,India,UP,Delhi,110182,CB4_182,CB4_182
183,"Dummy Student 183",6,2024-2025,"Dummy Parent 183",CB4+183@ibees.com,91,,India,UP,Delhi,110183,CB4_183,CB4_183
184,"Dummy Student 184",6,2024-2025,"Dummy Parent 184",CB4+184@ibees.com,91,,India,UP,Delhi,110184,CB4_184,CB4_184
185,"Dummy Student 185",6,2024-2025,"Dummy Parent 185",CB4+185@ibees.com,91,,India,UP,Delhi,110185,CB4_185,CB4_185
186,"Dummy Student 186",6,2024-2025,"Dummy Parent 186",CB4+186@ibees.com,91,,India,UP,Delhi,110186,CB4_186,CB4_186
187,"Dummy Student 187",6,2024-2025,"Dummy Parent 187",CB4+187@ibees.com,91,,India,UP,Delhi,110187,CB4_187,CB4_187
188,"Dummy Student 188",6,2024-2025,"Dummy Parent 188",CB4+188@ibees.com,91,,India,UP,Delhi,110188,CB4_188,CB4_188
189,"Dummy Student 189",6,2024-2025,"Dummy Parent 189",CB4+189@ibees.com,91,,India,UP,Delhi,110189,CB4_189,CB4_189
190,"Dummy Student 190",6,2024-2025,"Dummy Parent 190",CB4+190@ibees.com,91,,India,UP,Delhi,110190,CB4_190,CB4_190
191,"Dummy Student 191",6,2024-2025,"Dummy Parent 191",CB4+191@ibees.com,91,,India,UP,Delhi,110191,CB4_191,CB4_191
192,"Dummy Student 192",6,2024-2025,"Dummy Parent 192",CB4+192@ibees.com,91,,India,UP,Delhi,110192,CB4_192,CB4_192
193,"Dummy Student 193",6,2024-2025,"Dummy Parent 193",CB4+193@ibees.com,91,,India,UP,Delhi,110193,CB4_193,CB4_193
194,"Dummy Student 194",6,2024-2025,"Dummy Parent 194",CB4+194@ibees.com,91,,India,UP,Delhi,110194,CB4_194,CB4_194
195,"Dummy Student 195",6,2024-2025,"Dummy Parent 195",CB4+195@ibees.com,91,,India,UP,Delhi,110195,CB4_195,CB4_195
