s.no,student_name,class,session_year,parent_name,parent_email,parent_country_code,parent_phone,country,state,city,pincode,loginId,password
20,"Dummy Student20",6,2024-2025,"Dummy Parent20",,,,India,Kerala,Kozhikode,123456,CIS11_22,CIS11_22
21,"Dummy Student21",6,2024-2025,"Dummy Parent21",,,,India,"Himachal Pradesh",Solan,123456,CIS11_23,CIS11_23
22,"Dummy Student22",6,2024-2025,"Dummy Parent22",,,,India,Kerala,Kozhikode,123456,CIS11_24,CIS11_24
23,"Dummy Student23",6,2024-2025,"Dummy Parent23",,,,India,"Himachal Pradesh",Solan,123456,CIS11_25,CIS11_25
24,"Dummy Student24",6,2024-2025,"Dummy Parent24",,,,India,Kerala,Kozhikode,123456,CIS11_26,CIS11_26
25,"Dummy Student25",6,2024-2025,"Dummy Parent25",,,,India,"Himachal Pradesh",Solan,123456,CIS11_27,CIS11_27
26,"Dummy Student26",6,2024-2025,"Dummy Parent26",,,,India,Kerala,Kozhikode,123456,CIS11_28,CIS11_28
27,"Dummy Student27",6,2024-2025,"Dummy Parent27",,,,India,"Himachal Pradesh",Solan,123456,CIS11_29,CIS11_29
28,"Dummy Student28",6,2024-2025,"Dummy Parent28",,,,India,Kerala,Kozhikode,123456,CIS11_30,CIS11_30
29,"Dummy Student29",6,2024-2025,"Dummy Parent29",,,,India,"Himachal Pradesh",Solan,123456,CIS11_31,CIS11_31
30,"Dummy Student30",6,2024-2025,"Dummy Parent30",,,,India,Kerala,Kozhikode,123456,CIS11_32,CIS11_32
31,"Dummy Student31",6,2024-2025,"Dummy Parent31",,,,India,"Himachal Pradesh",Solan,123456,CIS11_33,CIS11_33
32,"Dummy Student32",6,2024-2025,"Dummy Parent32",,,,India,Kerala,Kozhikode,123456,CIS11_34,CIS11_34
33,"Dummy Student33",6,2024-2025,"Dummy Parent33",,,,India,"Himachal Pradesh",Solan,123456,CIS11_35,CIS11_35
34,"Dummy Student34",6,2024-2025,"Dummy Parent34",,,,India,Kerala,Kozhikode,123456,CIS11_36,CIS11_36
35,"Dummy Student35",6,2024-2025,"Dummy Parent35",,,,India,"Himachal Pradesh",Solan,123456,CIS11_37,CIS11_37
36,"Dummy Student36",6,2024-2025,"Dummy Parent36",,,,India,Kerala,Kozhikode,123456,CIS11_38,CIS11_38
37,"Dummy Student37",6,2024-2025,"Dummy Parent37",,,,India,"Himachal Pradesh",Solan,123456,CIS11_39,CIS11_39
38,"Dummy Student38",6,2024-2025,"Dummy Parent38",,,,India,Kerala,Kozhikode,123456,CIS11_40,CIS11_40
39,"Dummy Student39",6,2024-2025,"Dummy Parent39",,,,India,"Himachal Pradesh",Solan,123456,CIS11_41,CIS11_41
40,"Dummy Student40",6,2024-2025,"Dummy Parent40",,,,India,Kerala,Kozhikode,123456,CIS11_42,CIS11_42
41,"Dummy Student41",6,2024-2025,"Dummy Parent41",,,,India,"Himachal Pradesh",Solan,123456,CIS11_43,CIS11_43
42,"Dummy Student42",6,2024-2025,"Dummy Parent42",,,,India,Kerala,Kozhikode,123456,CIS11_44,CIS11_44
43,"Dummy Student43",6,2024-2025,"Dummy Parent43",,,,India,"Himachal Pradesh",Solan,123456,CIS11_45,CIS11_45
44,"Dummy Student44",6,2024-2025,"Dummy Parent44",,,,India,Kerala,Kozhikode,123456,CIS11_46,CIS11_46
45,"Dummy Student45",6,2024-2025,"Dummy Parent45",,,,India,"Himachal Pradesh",Solan,123456,CIS11_47,CIS11_47
46,"Dummy Student46",6,2024-2025,"Dummy Parent46",,,,India,Kerala,Kozhikode,123456,CIS11_48,CIS11_48
47,"Dummy Student47",6,2024-2025,"Dummy Parent47",,,,India,"Himachal Pradesh",Solan,123456,CIS11_49,CIS11_49
48,"Dummy Student48",6,2024-2025,"Dummy Parent48",,,,India,Kerala,Kozhikode,123456,CIS11_50,CIS11_50
49,"Dummy Student49",6,2024-2025,"Dummy Parent49",,,,India,"Himachal Pradesh",Solan,123456,CIS11_51,CIS11_51
50,"Dummy Student50",6,2024-2025,"Dummy Parent50",,,,India,Kerala,Kozhikode,123456,CIS11_52,CIS11_52
51,"Dummy Student51",6,2024-2025,"Dummy Parent51",,,,India,"Himachal Pradesh",Solan,123456,CIS11_53,CIS11_53
52,"Dummy Student52",6,2024-2025,"Dummy Parent52",,,,India,Kerala,Kozhikode,123456,CIS11_54,CIS11_54
53,"Dummy Student53",6,2024-2025,"Dummy Parent53",,,,India,"Himachal Pradesh",Solan,123456,CIS11_55,CIS11_55
54,"Dummy Student54",6,2024-2025,"Dummy Parent54",,,,India,Kerala,Kozhikode,123456,CIS11_56,CIS11_56
55,"Dummy Student55",6,2024-2025,"Dummy Parent55",,,,India,"Himachal Pradesh",Solan,123456,CIS11_57,CIS11_57
56,"Dummy Student56",6,2024-2025,"Dummy Parent56",,,,India,Kerala,Kozhikode,123456,CIS11_58,CIS11_58
57,"Dummy Student57",6,2024-2025,"Dummy Parent57",,,,India,"Himachal Pradesh",Solan,123456,CIS11_59,CIS11_59
58,"Dummy Student58",6,2024-2025,"Dummy Parent58",,,,India,Kerala,Kozhikode,123456,CIS11_60,CIS11_60
59,"Dummy Student59",6,2024-2025,"Dummy Parent59",,,,India,"Himachal Pradesh",Solan,123456,CIS11_61,CIS11_61
60,"Dummy Student60",6,2024-2025,"Dummy Parent60",,,,India,Kerala,Kozhikode,123456,CIS11_62,CIS11_62
61,"Dummy Student61",6,2024-2025,"Dummy Parent61",,,,India,"Himachal Pradesh",Solan,123456,CIS11_63,CIS11_63
62,"Dummy Student62",6,2024-2025,"Dummy Parent62",,,,India,Kerala,Kozhikode,123456,CIS11_64,CIS11_64
63,"Dummy Student63",6,2024-2025,"Dummy Parent63",,,,India,"Himachal Pradesh",Solan,123456,CIS11_65,CIS11_65
64,"Dummy Student64",6,2024-2025,"Dummy Parent64",,,,India,Kerala,Kozhikode,123456,CIS11_66,CIS11_66
65,"Dummy Student65",6,2024-2025,"Dummy Parent65",,,,India,"Himachal Pradesh",Solan,123456,CIS11_67,CIS11_67
66,"Dummy Student66",6,2024-2025,"Dummy Parent66",,,,India,Kerala,Kozhikode,123456,CIS11_68,CIS11_68
67,"Dummy Student67",6,2024-2025,"Dummy Parent67",,,,India,"Himachal Pradesh",Solan,123456,CIS11_69,CIS11_69
68,"Dummy Student68",6,2024-2025,"Dummy Parent68",,,,India,Kerala,Kozhikode,123456,CIS11_70,CIS11_70
69,"Dummy Student69",6,2024-2025,"Dummy Parent69",,,,India,"Himachal Pradesh",Solan,123456,CIS11_71,CIS11_71
70,"Dummy Student70",6,2024-2025,"Dummy Parent70",,,,India,Kerala,Kozhikode,123456,CIS11_72,CIS11_72
71,"Dummy Student71",6,2024-2025,"Dummy Parent71",,,,India,"Himachal Pradesh",Solan,123456,CIS11_73,CIS11_73
72,"Dummy Student72",6,2024-2025,"Dummy Parent72",,,,India,Kerala,Kozhikode,123456,CIS11_74,CIS11_74
73,"Dummy Student73",6,2024-2025,"Dummy Parent73",,,,India,"Himachal Pradesh",Solan,123456,CIS11_75,CIS11_75
74,"Dummy Student74",6,2024-2025,"Dummy Parent74",,,,India,Kerala,Kozhikode,123456,CIS11_76,CIS11_76
75,"Dummy Student75",6,2024-2025,"Dummy Parent75",,,,India,"Himachal Pradesh",Solan,123456,CIS11_77,CIS11_77
76,"Dummy Student76",6,2024-2025,"Dummy Parent76",,,,India,Kerala,Kozhikode,123456,CIS11_78,CIS11_78
77,"Dummy Student77",6,2024-2025,"Dummy Parent77",,,,India,"Himachal Pradesh",Solan,123456,CIS11_79,CIS11_79
78,"Dummy Student78",6,2024-2025,"Dummy Parent78",,,,India,Kerala,Kozhikode,123456,CIS11_80,CIS11_80
79,"Dummy Student79",6,2024-2025,"Dummy Parent79",,,,India,"Himachal Pradesh",Solan,123456,CIS11_81,CIS11_81
80,"Dummy Student80",6,2024-2025,"Dummy Parent80",,,,India,Kerala,Kozhikode,123456,CIS11_82,CIS11_82
81,"Dummy Student81",6,2024-2025,"Dummy Parent81",,,,India,"Himachal Pradesh",Solan,123456,CIS11_83,CIS11_83
82,"Dummy Student82",6,2024-2025,"Dummy Parent82",,,,India,Kerala,Kozhikode,123456,CIS11_84,CIS11_84
83,"Dummy Student83",6,2024-2025,"Dummy Parent83",,,,India,"Himachal Pradesh",Solan,123456,CIS11_85,CIS11_85
84,"Dummy Student84",6,2024-2025,"Dummy Parent84",,,,India,Kerala,Kozhikode,123456,CIS11_86,CIS11_86
85,"Dummy Student85",6,2024-2025,"Dummy Parent85",,,,India,"Himachal Pradesh",Solan,123456,CIS11_87,CIS11_87
86,"Dummy Student86",6,2024-2025,"Dummy Parent86",,,,India,Kerala,Kozhikode,123456,CIS11_88,CIS11_88
87,"Dummy Student87",6,2024-2025,"Dummy Parent87",,,,India,"Himachal Pradesh",Solan,123456,CIS11_89,CIS11_89
88,"Dummy Student88",6,2024-2025,"Dummy Parent88",,,,India,Kerala,Kozhikode,123456,CIS11_90,CIS11_90
89,"Dummy Student89",6,2024-2025,"Dummy Parent89",,,,India,"Himachal Pradesh",Solan,123456,CIS11_91,CIS11_91
90,"Dummy Student90",6,2024-2025,"Dummy Parent90",,,,India,Kerala,Kozhikode,123456,CIS11_92,CIS11_92
91,"Dummy Student91",6,2024-2025,"Dummy Parent91",,,,India,"Himachal Pradesh",Solan,123456,CIS11_93,CIS11_93
92,"Dummy Student92",6,2024-2025,"Dummy Parent92",,,,India,Kerala,Kozhikode,123456,CIS11_94,CIS11_94
93,"Dummy Student93",6,2024-2025,"Dummy Parent93",,,,India,"Himachal Pradesh",Solan,123456,CIS11_95,CIS11_95
94,"Dummy Student94",6,2024-2025,"Dummy Parent94",,,,India,Kerala,Kozhikode,123456,CIS11_96,CIS11_96
95,"Dummy Student95",6,2024-2025,"Dummy Parent95",,,,India,"Himachal Pradesh",Solan,123456,CIS11_97,CIS11_97
96,"Dummy Student96",6,2024-2025,"Dummy Parent96",,,,India,Kerala,Kozhikode,123456,CIS11_98,CIS11_98
97,"Dummy Student97",6,2024-2025,"Dummy Parent97",,,,India,"Himachal Pradesh",Solan,123456,CIS11_99,CIS11_99
98,"Dummy Student98",6,2024-2025,"Dummy Parent98",,,,India,Kerala,Kozhikode,123456,CIS11_100,CIS11_100
99,"Dummy Student99",6,2024-2025,"Dummy Parent99",,,,India,"Himachal Pradesh",Solan,123456,CIS11_101,CIS11_101
100,"Dummy Student100",6,2024-2025,"Dummy Parent100",,,,India,Kerala,Kozhikode,123456,CIS11_102,CIS11_102
